Date,Level,Message
2026-05-08T13:14:48.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:14:36.127Z,info,↷ https://www.linkedin.com/in/mavuluri-prakyath-307911207/ — no connect button (viewed)
2026-05-08T13:14:36.122Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:14:19.116Z,info,↷ https://www.linkedin.com/in/sushma-prasanna-647244233/ — no connect button (viewed)
2026-05-08T13:14:19.110Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:14:03.130Z,info,↷ https://www.linkedin.com/in/muhammad-saif-ullah-55046a13a/ — no connect button (viewed)
2026-05-08T13:14:03.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:13:46.129Z,info,↷ https://www.linkedin.com/in/andrew-symonds-204735235/ — no connect button (viewed)
2026-05-08T13:13:46.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:13:30.118Z,info,↷ https://www.linkedin.com/in/paras-gupta-322372169/ — no connect button (viewed)
2026-05-08T13:13:30.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:13:15.130Z,info,↷ https://www.linkedin.com/in/nalla-chandana-goud-695a89292/ — no connect button (viewed)
2026-05-08T13:13:15.125Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:12:59.127Z,info,page 9/10 — 10 cards found
2026-05-08T13:12:52.133Z,info,▶ page 9 — waiting for SPA render...
2026-05-08T13:12:47.129Z,info,↷ https://www.linkedin.com/in/vidhi-viswakarma-1024811b5/ — no connect button (viewed)
2026-05-08T13:12:47.124Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:12:33.127Z,info,↷ https://www.linkedin.com/in/christiana-nwokocha/ — no connect button (viewed)
2026-05-08T13:12:33.121Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:12:16.122Z,info,↷ https://www.linkedin.com/in/chaitra-harsha-54b62523b/ — no connect button (viewed)
2026-05-08T13:12:16.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:12:00.124Z,info,↷ https://www.linkedin.com/in/yunus-s-748a95163/ — no connect button (viewed)
2026-05-08T13:12:00.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:11:46.130Z,info,↷ https://www.linkedin.com/in/ambika-akkivalli-a6516a30b/ — no connect button (viewed)
2026-05-08T13:11:46.125Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:11:27.124Z,info,↷ https://www.linkedin.com/in/atul-kumar-baaa46242/ — no connect button (viewed)
2026-05-08T13:11:27.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:11:12.124Z,info,↷ https://www.linkedin.com/in/utkarsh-kr-1a085461/ — no connect button (viewed)
2026-05-08T13:11:12.118Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:10:55.124Z,info,↷ https://www.linkedin.com/in/yashveer-singh-bb6b88243/ — no connect button (viewed)
2026-05-08T13:10:55.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:10:41.117Z,info,↷ https://www.linkedin.com/in/tanusha-bejjam-1236371a0/ — no connect button (viewed)
2026-05-08T13:10:41.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:10:27.127Z,info,↷ https://www.linkedin.com/in/yukti-ramchandani/ — no connect button (viewed)
2026-05-08T13:10:27.122Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:10:11.118Z,info,page 8/10 — 10 cards found
2026-05-08T13:10:04.131Z,info,▶ page 8 — waiting for SPA render...
2026-05-08T13:10:00.118Z,info,↷ https://www.linkedin.com/in/kumari-bajpai-1806a720b/ — no connect button (viewed)
2026-05-08T13:10:00.113Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:09:44.119Z,info,↷ https://www.linkedin.com/in/akshay-kumar-260522126/ — no connect button (viewed)
2026-05-08T13:09:44.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:09:27.117Z,info,↷ https://www.linkedin.com/in/komal-kumari-90a4611b4/ — no connect button (viewed)
2026-05-08T13:09:27.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:09:11.132Z,info,↷ https://www.linkedin.com/in/arti-ds/ — no connect button (viewed)
2026-05-08T13:09:11.124Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:08:51.118Z,info,↷ https://www.linkedin.com/in/justin-holshouser-35199199/ — no connect button (viewed)
2026-05-08T13:08:51.111Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:08:36.118Z,info,↷ https://www.linkedin.com/in/prasanna-kumar-2262861a3/ — no connect button (viewed)
2026-05-08T13:08:36.113Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:08:19.121Z,info,↷ https://www.linkedin.com/in/safa-kabiri/ — no connect button (viewed)
2026-05-08T13:08:19.113Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:08:04.126Z,info,↷ https://www.linkedin.com/in/ali-rashid-8750a225b/ — no connect button (viewed)
2026-05-08T13:08:04.121Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:07:48.123Z,info,↷ https://www.linkedin.com/in/jayshreevachhani/ — no connect button (viewed)
2026-05-08T13:07:48.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:07:32.121Z,info,↷ https://www.linkedin.com/in/jayshreevachhani/ — no connect button (viewed)
2026-05-08T13:07:32.115Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:07:19.124Z,info,↷ https://www.linkedin.com/in/eddiegraham/ — no connect button (viewed)
2026-05-08T13:07:19.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:07:02.116Z,info,page 7/10 — 11 cards found
2026-05-08T13:06:55.132Z,info,▶ page 7 — waiting for SPA render...
2026-05-08T13:06:51.129Z,info,↷ https://www.linkedin.com/in/vedika-sutar-935735147/ — no connect button (viewed)
2026-05-08T13:06:51.123Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Vedika Sutar"""
2026-05-08T13:06:42.117Z,info,↷ https://www.linkedin.com/in/nagajyoti-j-165010160/ — no connect button (viewed)
2026-05-08T13:06:42.111Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:06:25.128Z,info,↷ https://www.linkedin.com/in/amreen-md-71b150247/ — no connect button (viewed)
2026-05-08T13:06:25.122Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:06:11.124Z,info,↷ https://www.linkedin.com/in/azahar-syed-a00107214/ — no connect button (viewed)
2026-05-08T13:06:11.118Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:05:55.037Z,info,↷ https://www.linkedin.com/in/jillian-goss-3706446/ — no connect button (viewed)
2026-05-08T13:05:55.031Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:05:42.609Z,info,↷ https://www.linkedin.com/in/shane-m-631a8218/ — no connect button (viewed)
2026-05-08T13:05:42.604Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:05:30.966Z,info,↷ https://www.linkedin.com/in/richard-lewis-785292309/ — no connect button (viewed)
2026-05-08T13:05:30.961Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:05:16.761Z,info,↷ https://www.linkedin.com/in/shaik-parveen-b62bb8b5/ — no connect button (viewed)
2026-05-08T13:05:16.756Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:05:04.343Z,info,↷ https://www.linkedin.com/in/shaik-parveen-b62bb8b5/ — no connect button (viewed)
2026-05-08T13:05:04.338Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:04:50.874Z,info,↷ https://www.linkedin.com/in/renuka-y-168ba0233/ — no connect button (viewed)
2026-05-08T13:04:50.870Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:04:36.312Z,info,↷ https://www.linkedin.com/in/sapna-v-290ab0242/ — no connect button (viewed)
2026-05-08T13:04:36.307Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:04:23.428Z,info,page 6/10 — 11 cards found
2026-05-08T13:04:19.256Z,info,▶ page 6 — waiting for SPA render...
2026-05-08T13:04:13.411Z,info,↷ https://www.linkedin.com/in/vickivelacion/ — no connect button (viewed)
2026-05-08T13:04:13.407Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:03:59.222Z,info,↷ https://www.linkedin.com/in/nicoleemurphy/ — no connect button (viewed)
2026-05-08T13:03:59.218Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:03:47.392Z,info,↷ https://www.linkedin.com/in/abhishek-singh-948828194/ — no connect button (viewed)
2026-05-08T13:03:47.388Z,warn,"[Diag] no connect btn found | card buttons: ""Following"" aria=""Following, click to unfollow Abhishek Singh"""
2026-05-08T13:03:36.541Z,info,↷ https://www.linkedin.com/in/vladimir-demin-28a04b88/ — no connect button (viewed)
2026-05-08T13:03:36.536Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:03:20.125Z,info,↷ https://www.linkedin.com/in/velumuri-kirti-a45ab5202/ — no connect button (viewed)
2026-05-08T13:03:20.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:03:05.392Z,info,↷ https://www.linkedin.com/in/sapna-75a1021b4/ — no connect button (viewed)
2026-05-08T13:03:05.387Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:02:52.107Z,info,↷ https://www.linkedin.com/in/sidnassir/ — no connect button (viewed)
2026-05-08T13:02:52.102Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:02:36.126Z,info,↷ https://www.linkedin.com/in/anubhav-bsn/ — no connect button (viewed)
2026-05-08T13:02:36.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:02:20.128Z,info,↷ https://www.linkedin.com/in/jaison-k-195243106/ — no connect button (viewed)
2026-05-08T13:02:20.120Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:02:05.119Z,info,↷ https://www.linkedin.com/in/kanika-joshi-5a82b9216/ — no connect button (viewed)
2026-05-08T13:02:05.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:01:47.123Z,info,page 5/10 — 10 cards found
2026-05-08T13:01:42.137Z,info,▶ page 5 — waiting for SPA render...
2026-05-08T13:01:38.121Z,info,↷ https://www.linkedin.com/in/ganga-bhavani-197a0a205/ — no connect button (viewed)
2026-05-08T13:01:38.116Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:01:20.117Z,info,↷ https://www.linkedin.com/in/ananda-p-6377b09b/ — no connect button (viewed)
2026-05-08T13:01:20.111Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:01:05.124Z,info,↷ https://www.linkedin.com/in/sarika96/ — no connect button (viewed)
2026-05-08T13:01:05.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:00:49.123Z,info,↷ https://www.linkedin.com/in/l-mohan-60a055175/ — no connect button (viewed)
2026-05-08T13:00:49.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:00:31.117Z,info,↷ https://www.linkedin.com/in/shraddha-chaudhari-35270325/ — no connect button (viewed)
2026-05-08T13:00:31.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:00:18.118Z,info,↷ https://www.linkedin.com/in/santhosh-chittumalla-b40201b7/ — no connect button (viewed)
2026-05-08T13:00:18.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T13:00:04.122Z,info,↷ https://www.linkedin.com/in/balaji-b-66013523b/ — no connect button (viewed)
2026-05-08T13:00:04.116Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:59:50.122Z,info,↷ https://www.linkedin.com/in/bethmurray/ — no connect button (viewed)
2026-05-08T12:59:50.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:59:33.116Z,info,↷ https://www.linkedin.com/in/sk-tazeem-farogh-ahmed-38690555/ — no connect button (viewed)
2026-05-08T12:59:33.110Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:59:15.129Z,info,↷ https://www.linkedin.com/in/vikk-b-9b1778224/ — no connect button (viewed)
2026-05-08T12:59:15.122Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:58:59.115Z,info,↷ https://www.linkedin.com/in/vikk-b-9b1778224/ — no connect button (viewed)
2026-05-08T12:58:59.110Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:58:41.119Z,info,page 4/10 — 11 cards found
2026-05-08T12:58:35.141Z,info,▶ page 4 — waiting for SPA render...
2026-05-08T12:58:30.128Z,info,↷ https://www.linkedin.com/in/vikk-b-9b1778224/ — no connect button (viewed)
2026-05-08T12:58:30.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:58:16.118Z,info,↷ https://www.linkedin.com/in/vikk-b-9b1778224/ — no connect button (viewed)
2026-05-08T12:58:16.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:57:58.119Z,info,↷ https://www.linkedin.com/in/resu-raj-958227195/ — no connect button (viewed)
2026-05-08T12:57:58.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:57:43.117Z,info,↷ https://www.linkedin.com/in/srikanth-ravall1a8478518b/ — no connect button (viewed)
2026-05-08T12:57:43.113Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:57:29.119Z,info,↷ https://www.linkedin.com/in/markandeya-sambu-bb1a95237/ — no connect button (viewed)
2026-05-08T12:57:29.115Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:57:14.121Z,info,↷ https://www.linkedin.com/in/alekhya-gunasani-a23498230/ — no connect button (viewed)
2026-05-08T12:57:14.116Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:56:59.123Z,info,↷ https://www.linkedin.com/in/kpandey001/ — no connect button (viewed)
2026-05-08T12:56:59.118Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:56:43.113Z,info,↷ https://www.linkedin.com/in/ekozodaeva/ — no connect button (viewed)
2026-05-08T12:56:43.109Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:56:30.125Z,info,↷ https://www.linkedin.com/in/ekozodaeva/ — no connect button (viewed)
2026-05-08T12:56:30.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:56:17.125Z,info,"↷ https://www.linkedin.com/in/luanarochaviana/en/ — skipped (locale-suffixed URL, likely BR)"
2026-05-08T12:56:17.122Z,info,"↷ https://www.linkedin.com/in/luanarochaviana/en/ — skipped (locale-suffixed URL, likely BR)"
2026-05-08T12:56:17.120Z,info,"↷ https://www.linkedin.com/in/luanarochaviana/en/ — skipped (locale-suffixed URL, likely BR)"
2026-05-08T12:56:17.117Z,info,↷ https://www.linkedin.com/in/sravanthi-jutla-15838720a/ — no connect button (viewed)
2026-05-08T12:56:17.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:56:03.116Z,info,↷ https://www.linkedin.com/in/recruitervidhishah/ — no connect button (viewed)
2026-05-08T12:56:03.111Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:55:49.114Z,info,page 3/10 — 14 cards found
2026-05-08T12:55:44.142Z,info,▶ page 3 — waiting for SPA render...
2026-05-08T12:55:39.116Z,info,↷ https://www.linkedin.com/in/steve-h-080858292/ — no connect button (viewed)
2026-05-08T12:55:39.112Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:55:22.121Z,info,↷ https://www.linkedin.com/in/sherazchaudhry98/ — no connect button (viewed)
2026-05-08T12:55:22.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:55:06.120Z,info,↷ https://www.linkedin.com/in/koneni-bhavya-b459a178/ — no connect button (viewed)
2026-05-08T12:55:06.115Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:54:49.124Z,info,↷ https://www.linkedin.com/in/rahul-s-639167232/ — no connect button (viewed)
2026-05-08T12:54:49.120Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:54:33.127Z,info,↷ https://www.linkedin.com/in/navin-naidu-186a50135/ — no connect button (viewed)
2026-05-08T12:54:33.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:54:17.127Z,info,↷ https://www.linkedin.com/in/riya-biju-1aa627219/ — no connect button (viewed)
2026-05-08T12:54:17.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:54:00.122Z,info,↷ https://www.linkedin.com/in/aarab-shah-a217b0247/ — no connect button (viewed)
2026-05-08T12:54:00.117Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:53:45.128Z,info,↷ https://www.linkedin.com/in/surabhisuman101/ — no connect button (viewed)
2026-05-08T12:53:45.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:53:28.127Z,info,↷ https://www.linkedin.com/in/surabhisuman101/ — no connect button (viewed)
2026-05-08T12:53:28.123Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:53:10.123Z,info,↷ https://www.linkedin.com/in/jhoomchoudhary/ — no connect button (viewed)
2026-05-08T12:53:10.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:52:55.123Z,info,page 2/10 — 10 cards found
2026-05-08T12:52:49.151Z,info,▶ page 2 — waiting for SPA render...
2026-05-08T12:52:43.122Z,info,↷ https://www.linkedin.com/in/aman-yadav-8223051701/ — no connect button (viewed)
2026-05-08T12:52:43.118Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Aman Kumar Yadav"""
2026-05-08T12:52:30.115Z,info,↷ https://www.linkedin.com/in/aman-yadav-8223051701/ — no connect button (viewed)
2026-05-08T12:52:30.111Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Aman Kumar Yadav"""
2026-05-08T12:52:19.926Z,info,↷ https://www.linkedin.com/in/aman-yadav-8223051701/ — no connect button (viewed)
2026-05-08T12:52:19.923Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Aman Kumar Yadav"""
2026-05-08T12:52:09.611Z,info,↷ https://www.linkedin.com/in/kevin-miranda-7bb177220/ — no connect button (viewed)
2026-05-08T12:52:09.608Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:51:57.992Z,info,↷ https://www.linkedin.com/in/j-jenisha-079a3a2b2/ — no connect button (viewed)
2026-05-08T12:51:57.989Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:51:45.114Z,info,↷ https://www.linkedin.com/in/jessicalobrigatti/ — no connect button (viewed)
2026-05-08T12:51:45.111Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:51:29.123Z,info,↷ https://www.linkedin.com/in/jessicalobrigatti/ — no connect button (viewed)
2026-05-08T12:51:29.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:51:14.122Z,info,↷ https://www.linkedin.com/in/jessicalobrigatti/ — no connect button (viewed)
2026-05-08T12:51:14.119Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:51:00.173Z,info,↷ https://www.linkedin.com/in/irinaalekseenko/ — no connect button (viewed)
2026-05-08T12:51:00.167Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Irina Alekseenko"""
2026-05-08T12:50:49.118Z,info,↷ https://www.linkedin.com/in/irinaalekseenko/ — no connect button (viewed)
2026-05-08T12:50:49.115Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Irina Alekseenko"""
2026-05-08T12:50:37.122Z,info,↷ https://www.linkedin.com/in/irinaalekseenko/ — no connect button (viewed)
2026-05-08T12:50:37.117Z,warn,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Irina Alekseenko"""
2026-05-08T12:50:24.127Z,info,↷ https://www.linkedin.com/in/nattar-marees-a440a6201/ — no connect button (viewed)
2026-05-08T12:50:24.122Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:50:07.125Z,info,↷ https://www.linkedin.com/in/nattar-marees-a440a6201/ — no connect button (viewed)
2026-05-08T12:50:07.121Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:49:50.376Z,info,↷ https://www.linkedin.com/in/nattar-marees-a440a6201/ — no connect button (viewed)
2026-05-08T12:49:50.372Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:48:53.126Z,info,↷ https://www.linkedin.com/in/troy-sutter-7b114915/ — no connect button (viewed)
2026-05-08T12:48:53.116Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:46:53.114Z,info,↷ https://www.linkedin.com/in/troy-sutter-7b114915/ — no connect button (viewed)
2026-05-08T12:46:53.110Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:44:53.125Z,info,↷ https://www.linkedin.com/in/troy-sutter-7b114915/ — no connect button (viewed)
2026-05-08T12:44:53.121Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:42:53.122Z,info,↷ https://www.linkedin.com/in/anushree-kushwah/ — no connect button (viewed)
2026-05-08T12:42:53.118Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:40:53.114Z,info,↷ https://www.linkedin.com/in/anushree-kushwah/ — no connect button (viewed)
2026-05-08T12:40:53.110Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:39:29.121Z,info,↷ https://www.linkedin.com/in/anushree-kushwah/ — no connect button (viewed)
2026-05-08T12:39:29.118Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:39:15.117Z,info,↷ https://www.linkedin.com/in/georgiawellman/ — no connect button (viewed)
2026-05-08T12:39:15.114Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:39:03.128Z,info,↷ https://www.linkedin.com/in/shubham-kumar-yadav-01b537213/ — no connect button (viewed)
2026-05-08T12:39:03.124Z,warn,[Diag] no connect btn found | card buttons: none
2026-05-08T12:38:46.121Z,info,page 1/10 — 22 cards found
2026-05-08T12:38:36.884Z,info,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=Tech%20Recruiter%20Information%20Technology&network=%5B%22S%22%2C%22O%22%5D&geoUrn=%5B%22103644278%22%2C%22101165590%22%2C%22102713980%22%2C%22101739942%22%2C%22104738515%22%2C%22102890883%22%2C%22102454443%22%2C%22105015875%22%2C%22106157047%22%5D&page=2&spellCorrectionEnabled=true&prioritizeMessage=false
2026-05-08T12:38:32.138Z,info,Step 2/6 — Prospecting Tech Recruiters via keyword search (cap: 7)…
2026-05-08T12:38:32.116Z,success,■ ssi-monitor done | total:51 brand:16 people:14 insights:14 rel:7
2026-05-08T12:38:32.114Z,warn,[SSI] brand:51 looks wrong (total:51) — recalculated as 16
2026-05-08T12:38:23.406Z,info,▶ ssi-monitor started | https://www.linkedin.com/sales/ssi
2026-05-08T12:38:19.803Z,info,Step 1/6 — Capturing SSI scores…
2026-05-08T12:38:19.800Z,warn,[Scenario] Running: full-pipeline (cap 15)
2026-05-08T12:38:19.797Z,warn,[RunSelected 1/5] Scenarios: full-pipeline | cap: 15
2026-05-08T11:49:28.133Z,info,✓ message sent: https://www.linkedin.com/in/aryan-yadav-428ab4390/
2026-05-08T11:49:28.112Z,success,✓ message sent | https://www.linkedin.com/messaging/thread/2-NzNlOTk4ZjctY2I0ZS00NTA3LTkwMDUtOGExN2YwODE3ZDc0XzEwMA==/
2026-05-08T11:49:09.125Z,info,✍ compose box found — inserting message…
2026-05-08T11:49:01.797Z,info,▶ profile-messenger started | https://www.linkedin.com/messaging/compose/?recipient=aryan-yadav-428ab4390
2026-05-08T11:48:28.136Z,info,✓ message sent: https://www.linkedin.com/in/michael-newman-0166a662/
2026-05-08T11:48:28.117Z,success,✓ message sent via Ctrl+Enter | https://www.linkedin.com/messaging/compose/?recipient=michael-newman-0166a662
2026-05-08T11:48:25.112Z,warn,⚠ send button not found — trying Ctrl+Enter
2026-05-08T11:48:15.305Z,warn,[relationship-builder] content script did not respond after 15 retries — skipping
2026-05-08T11:48:15.121Z,info,✍ compose box found — inserting message…
2026-05-08T11:48:06.296Z,info,▶ profile-messenger started | https://www.linkedin.com/messaging/compose/?recipient=michael-newman-0166a662
2026-05-08T11:48:02.156Z,info,📨 message queue — processing 10 profiles
2026-05-08T11:48:02.153Z,info,📨 auto-message: queuing 10 new profile(s)…
2026-05-08T11:48:02.150Z,info,Step 7/7 — Auto-messaging newly discovered profiles…
2026-05-08T11:48:02.149Z,success,[Summary] 🤝 Connections 0 | 💬 Posts 0 | 🎉 Relationships 0
